Unnamed: 0,runtime,indic_collec,rang,vote_prec,release_year,North_America,Europe,Asia,Latin_America,Oceania,Africa,Drama,ComedyFamily,ThrillerCrime,Romance,ActionAdventure,WarWestern,HorrorMystery,SciFiFantasy,Animation,Intello,nb_prod_comp_S,nb_prod_comp_M,nb_prod_comp_L,big_awards_before_film_1,small_awards_before_film_1,big_awards_before_film_2,small_awards_before_film_2,big_awards_before_film_3,small_awards_before_film_3,big_awards_before_film_4,small_awards_before_film_4,big_awards_before_film_5,small_awards_before_film_5,big_awards_before_film_6,small_awards_before_film_6,big_awards_before_film_7,small_awards_before_film_7,big_awards_before_film_8,small_awards_before_film_8,big_awards_before_film_9,small_awards_before_film_9,big_awards_before_film_10,small_awards_before_film_10,big_awards_before_film,small_awards_before_film,budget
2119,90.0,0,-1.0,-1.0,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
20661,83.0,0,-1.0,-1.0,1974,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994232.0
4203,88.0,1,1.0,-1.0,1991,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5399440.0
8757,110.0,0,-1.0,-1.0,1978,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
22273,105.0,0,-1.0,-1.0,1968,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
19929,92.0,0,-1.0,-1.0,2009,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,-1.0
30510,92.0,0,-1.0,-1.0,1987,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3578,105.0,0,-1.0,-1.0,2007,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,3,2.0,18.0,0.0,2.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23643940.0
15697,81.0,0,-1.0,-1.0,2010,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
22321,96.0,0,-1.0,-1.0,2010,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,5,1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,24505719.0
12085,132.0,0,-1.0,-1.0,2002,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3,2,0.0,0.0,2.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47695263.0
14156,98.0,0,-1.0,-1.0,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
7721,105.0,0,-1.0,-1.0,2012,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
23626,121.0,0,-1.0,-1.0,2009,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,3,3,0.0,0.0,1.0,4.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57127578.0
26107,147.0,0,-1.0,-1.0,2000,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,68326016.0
20076,127.0,0,-1.0,-1.0,1991,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12598694.0
199,88.0,0,-1.0,-1.0,1955,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
464,159.0,0,-1.0,-1.0,2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8102011.0
29233,91.0,0,-1.0,-1.0,1999,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
4028,111.0,0,-1.0,-1.0,2014,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,1,0.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,217437.0
24132,90.0,0,-1.0,-1.0,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502058.0
20033,130.0,0,-1.0,-1.0,2015,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7239300.0
26940,88.0,0,-1.0,-1.0,1981,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078337.0
15811,135.0,0,-1.0,-1.0,2014,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,17.0,0.0,0.0,0.0,22.0,0.0,16.0,0.0,19.0,0.0,15.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9939960.0
1337,91.0,0,-1.0,-1.0,1997,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
14117,90.0,0,-1.0,-1.0,2017,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0.0,7.0,2.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0
10138,132.0,0,-1.0,-1.0,2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38931902.0
2950,96.0,0,-1.0,-1.0,1990,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18760348.0
4149,60.0,0,-1.0,-1.0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-1.0
19368,106.0,0,-1.0,-1.0,2010,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-1.0
18195,94.0,0,-1.0,-1.0,2003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7485835.0
13011,90.0,0,-1.0,-1.0,1966,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
23674,98.0,0,-1.0,-1.0,2006,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,2.0,7.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60796061.0
22775,89.0,0,-1.0,-1.0,2004,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
20927,92.0,0,-1.0,-1.0,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
15763,110.0,0,-1.0,-1.0,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
14654,100.0,0,-1.0,-1.0,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
27239,40.0,0,-1.0,-1.0,2012,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
8037,100.0,0,-1.0,-1.0,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0,4.0,1.0,4.0,0.0,3.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3102557.0
1945,127.0,0,-1.0,-1.0,1984,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
10091,90.0,0,-1.0,-1.0,1968,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916115.0
4659,96.0,1,1.0,-1.0,1982,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30481192.0
11505,93.0,0,-1.0,-1.0,2008,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9904857.0
12636,94.0,0,-1.0,-1.0,1979,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
29379,77.0,0,-1.0,-1.0,2007,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,827538.0
17913,108.0,0,-1.0,-1.0,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
18182,89.0,1,26.0,7.8,1966,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3858,90.0,0,-1.0,-1.0,2008,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4553957.0
3425,105.0,0,-1.0,-1.0,1990,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
8763,100.0,0,-1.0,-1.0,1984,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
